LAUS Code,State FIPS Code,County FIPS Code,County Name/State Abbreviation,Year,Labor Force,Employed,Unemployed Level,Unemployed Rate
CN2204900000000,22,49,"Jackson Parish, LA",2014,"7,248","6,822",426,5.9
CN2205100000000,22,51,"Jefferson Parish, LA",2014,"218,380","205,264","13,116",6
CN2205300000000,22,53,"Jefferson Davis Parish, LA",2014,"13,589","12,789",800,5.9
CN2205500000000,22,55,"Lafayette Parish, LA",2014,"122,595","116,553","6,042",4.9
CN2205700000000,22,57,"Lafourche Parish, LA",2014,"48,547","46,213","2,334",4.8
CN2205900000000,22,59,"LaSalle Parish, LA",2014,"6,637","6,290",347,5.2
CN2206100000000,22,61,"Lincoln Parish, LA",2014,"20,707","19,141","1,566",7.6
CN2206300000000,22,63,"Livingston Parish, LA",2014,"66,663","62,991","3,672",5.5
CN2206500000000,22,65,"Madison Parish, LA",2014,"3,928","3,493",435,11.1
CN2206700000000,22,67,"Morehouse Parish, LA",2014,"11,180","9,921","1,259",11.3
CN2206900000000,22,69,"Natchitoches Parish, LA",2014,"16,924","15,604","1,320",7.8
CN2207100000000,22,71,"Orleans Parish, LA",2014,"179,296","166,838","12,458",6.9
CN2207300000000,22,73,"Ouachita Parish, LA",2014,"72,082","67,040","5,042",7
CN2207500000000,22,75,"Plaquemines Parish, LA",2014,"10,251","9,666",585,5.7
CN2207700000000,22,77,"Pointe Coupee Parish, LA",2014,"10,119","9,405",714,7.1
CN2207900000000,22,79,"Rapides Parish, LA",2014,"58,112","54,224","3,888",6.7
CN2208100000000,22,81,"Red River Parish, LA",2014,"3,997","3,708",289,7.2
CN2208300000000,22,83,"Richland Parish, LA",2014,"8,733","7,971",762,8.7
CN2208500000000,22,85,"Sabine Parish, LA",2014,"9,223","8,618",605,6.6
CN2208700000000,22,87,"St. Bernard Parish, LA",2014,"19,251","17,914","1,337",6.9
CN2208900000000,22,89,"St. Charles Parish, LA",2014,"25,517","23,962","1,555",6.1
CN2209100000000,22,91,"St. Helena Parish, LA",2014,"4,541","4,085",456,10
CN2209300000000,22,93,"St. James Parish, LA",2014,"9,784","8,940",844,8.6
CN2209500000000,22,95,"St. John the Baptist Parish, LA",2014,"20,411","18,777","1,634",8
CN2209700000000,22,97,"St. Landry Parish, LA",2014,"34,242","31,621","2,621",7.7
CN2209900000000,22,99,"St. Martin Parish, LA",2014,"24,705","23,282","1,423",5.8
CN2210100000000,22,101,"St. Mary Parish, LA",2014,"25,366","23,770","1,596",6.3
CN2210300000000,22,103,"St. Tammany Parish, LA",2014,"115,130","108,605","6,525",5.7
CN2210500000000,22,105,"Tangipahoa Parish, LA",2014,"53,829","49,719","4,110",7.6
CN2210700000000,22,107,"Tensas Parish, LA",2014,"1,787","1,619",168,9.4
CN2210900000000,22,109,"Terrebonne Parish, LA",2014,"54,745","52,085","2,660",4.9
CN2211100000000,22,111,"Union Parish, LA",2014,"9,385","8,679",706,7.5
CN2211300000000,22,113,"Vermilion Parish, LA",2014,"26,558","25,072","1,486",5.6
CN2211500000000,22,115,"Vernon Parish, LA",2014,"17,456","15,963","1,493",8.6
CN2211700000000,22,117,"Washington Parish, LA",2014,"16,984","15,647","1,337",7.9
CN2211900000000,22,119,"Webster Parish, LA",2014,"15,700","14,328","1,372",8.7
CN2212100000000,22,121,"West Baton Rouge Parish, LA",2014,"12,900","12,149",751,5.8
CN2212300000000,22,123,"West Carroll Parish, LA",2014,"4,250","3,695",555,13.1
CN2212500000000,22,125,"West Feliciana Parish, LA",2014,"5,366","5,060",306,5.7
CN2212700000000,22,127,"Winn Parish, LA",2014,"5,426","5,016",410,7.6
CN2300100000000,23,1,"Androscoggin County, ME",2014,"55,900","52,862","3,038",5.4
CN2300300000000,23,3,"Aroostook County, ME",2014,"32,947","30,441","2,506",7.6
CN2300500000000,23,5,"Cumberland County, ME",2014,"159,167","152,135","7,032",4.4
CN2300700000000,23,7,"Franklin County, ME",2014,"14,937","13,963",974,6.5
CN2300900000000,23,9,"Hancock County, ME",2014,"29,784","27,755","2,029",6.8
CN2301100000000,23,11,"Kennebec County, ME",2014,"63,301","59,896","3,405",5.4
CN2301300000000,23,13,"Knox County, ME",2014,"20,642","19,579","1,063",5.1
CN2301500000000,23,15,"Lincoln County, ME",2014,"17,202","16,185","1,017",5.9
CN2301700000000,23,17,"Oxford County, ME",2014,"27,347","25,430","1,917",7
CN2301900000000,23,19,"Penobscot County, ME",2014,"78,956","74,139","4,817",6.1
CN2302100000000,23,21,"Piscataquis County, ME",2014,"7,697","7,137",560,7.3
CN2302300000000,23,23,"Sagadahoc County, ME",2014,"19,029","18,165",864,4.5
CN2302500000000,23,25,"Somerset County, ME",2014,"24,318","22,411","1,907",7.8
CN2302700000000,23,27,"Waldo County, ME",2014,"20,836","19,576","1,260",6
CN2302900000000,23,29,"Washington County, ME",2014,"14,383","13,210","1,173",8.2
CN2303100000000,23,31,"York County, ME",2014,"109,862","104,187","5,675",5.2
CN2400100000000,24,1,"Allegany County, MD",2014,"33,315","30,784","2,531",7.6
CN2400300000000,24,3,"Anne Arundel County, MD",2014,"297,831","282,762","15,069",5.1
CN2400500000000,24,5,"Baltimore County, MD",2014,"442,036","415,127","26,909",6.1
CN2400900000000,24,9,"Calvert County, MD",2014,"47,282","44,766","2,516",5.3
CN2401100000000,24,11,"Caroline County, MD",2014,"17,434","16,344","1,090",6.3
CN2401300000000,24,13,"Carroll County, MD",2014,"92,699","88,247","4,452",4.8
CN2401500000000,24,15,"Cecil County, MD",2014,"52,505","49,048","3,457",6.6
CN2401700000000,24,17,"Charles County, MD",2014,"80,250","75,644","4,606",5.7
CN2401900000000,24,19,"Dorchester County, MD",2014,"15,805","14,480","1,325",8.4
CN2402100000000,24,21,"Frederick County, MD",2014,"128,206","121,728","6,478",5.1
CN2402300000000,24,23,"Garrett County, MD",2014,"15,560","14,450","1,110",7.1
CN2402500000000,24,25,"Harford County, MD",2014,"135,428","127,739","7,689",5.7
CN2402700000000,24,27,"Howard County, MD",2014,"173,617","166,114","7,503",4.3
CN2402900000000,24,29,"Kent County, MD",2014,"10,361","9,695",666,6.4
CN2403100000000,24,31,"Montgomery County, MD",2014,"545,005","521,063","23,942",4.4
CN2403300000000,24,33,"Prince George's County, MD",2014,"486,971","457,449","29,522",6.1
CN2403500000000,24,35,"Queen Anne's County, MD",2014,"26,401","25,057","1,344",5.1
CN2403700000000,24,37,"St. Mary's County, MD",2014,"54,142","51,236","2,906",5.4
CN2403900000000,24,39,"Somerset County, MD",2014,"9,287","8,410",877,9.4
CN2404100000000,24,41,"Talbot County, MD",2014,"19,148","18,102","1,046",5.5
CN2404300000000,24,43,"Washington County, MD",2014,"76,485","71,548","4,937",6.5
CN2404500000000,24,45,"Wicomico County, MD",2014,"50,134","46,242","3,892",7.8
CN2404700000000,24,47,"Worcester County, MD",2014,"25,692","22,728","2,964",11.5
CN2451000000000,24,510,"Baltimore city, MD",2014,"294,342","269,182","25,160",8.5
CN2500100000000,25,1,"Barnstable County, MA",2014,"111,978","103,982","7,996",7.1
CN2500300000000,25,3,"Berkshire County, MA",2014,"65,703","61,403","4,300",6.5
CN2500500000000,25,5,"Bristol County, MA",2014,"288,627","267,447","21,180",7.3
CN2500700000000,25,7,"Dukes County, MA",2014,"9,468","8,720",748,7.9
CN2500900000000,25,9,"Essex County, MA",2014,"404,947","380,765","24,182",6
CN2501100000000,25,11,"Franklin County, MA",2014,"39,489","37,396","2,093",5.3
CN2501300000000,25,13,"Hampden County, MA",2014,"222,012","205,155","16,857",7.6
CN2501500000000,25,15,"Hampshire County, MA",2014,"86,935","82,356","4,579",5.3
CN2501700000000,25,17,"Middlesex County, MA",2014,"854,600","814,751","39,849",4.7
CN2501900000000,25,19,"Nantucket County/town, MA",2014,"6,959","6,529",430,6.2
CN2502100000000,25,21,"Norfolk County, MA",2014,"367,092","348,775","18,317",5
CN2502300000000,25,23,"Plymouth County, MA",2014,"266,779","250,756","16,023",6
CN2502500000000,25,25,"Suffolk County, MA",2014,"415,222","393,333","21,889",5.3
CN2502700000000,25,27,"Worcester County, MA",2014,"426,431","400,445","25,986",6.1
CN2600100000000,26,1,"Alcona County, MI",2014,"3,821","3,415",406,10.6
CN2600300000000,26,3,"Alger County, MI",2014,"3,311","2,966",345,10.4
CN2600500000000,26,5,"Allegan County, MI",2014,"59,631","56,395","3,236",5.4
CN2600700000000,26,7,"Alpena County, MI",2014,"13,518","12,436","1,082",8
CN2600900000000,26,9,"Antrim County, MI",2014,"10,049","9,094",955,9.5
CN2601100000000,26,11,"Arenac County, MI",2014,"6,384","5,678",706,11.1
CN2601300000000,26,13,"Baraga County, MI",2014,"3,459","3,070",389,11.2
CN2601500000000,26,15,"Barry County, MI",2014,"29,899","28,280","1,619",5.4
CN2601700000000,26,17,"Bay County, MI",2014,"53,029","49,206","3,823",7.2
CN2601900000000,26,19,"Benzie County, MI",2014,"8,710","7,956",754,8.7
CN2602100000000,26,21,"Berrien County, MI",2014,"73,277","68,309","4,968",6.8
CN2602300000000,26,23,"Branch County, MI",2014,"19,253","17,972","1,281",6.7
CN2602500000000,26,25,"Calhoun County, MI",2014,"63,970","59,913","4,057",6.3
CN2602700000000,26,27,"Cass County, MI",2014,"23,792","22,189","1,603",6.7
CN2602900000000,26,29,"Charlevoix County, MI",2014,"13,071","12,007","1,064",8.1
CN2603100000000,26,31,"Cheboygan County, MI",2014,"10,654","9,514","1,140",10.7
CN2603300000000,26,33,"Chippewa County, MI",2014,"16,847","15,246","1,601",9.5
CN2603500000000,26,35,"Clare County, MI",2014,"11,897","10,726","1,171",9.8
CN2603700000000,26,37,"Clinton County, MI",2014,"39,526","37,529","1,997",5.1
CN2603900000000,26,39,"Crawford County, MI",2014,"5,329","4,823",506,9.5
CN2604100000000,26,41,"Delta County, MI",2014,"17,411","15,938","1,473",8.5
CN2604300000000,26,43,"Dickinson County, MI",2014,"12,831","11,956",875,6.8
CN2604500000000,26,45,"Eaton County, MI",2014,"55,652","52,463","3,189",5.7
CN2604700000000,26,47,"Emmet County, MI",2014,"17,907","16,199","1,708",9.5
CN2604900000000,26,49,"Genesee County, MI",2014,"183,700","169,223","14,477",7.9
CN2605100000000,26,51,"Gladwin County, MI",2014,"10,019","9,089",930,9.3
CN2605300000000,26,53,"Gogebic County, MI",2014,"6,684","6,090",594,8.9
CN2605500000000,26,55,"Grand Traverse County, MI",2014,"47,855","44,968","2,887",6
CN2605700000000,26,57,"Gratiot County, MI",2014,"18,439","17,138","1,301",7.1
CN2605900000000,26,59,"Hillsdale County, MI",2014,"20,467","19,034","1,433",7
CN2606100000000,26,61,"Houghton County, MI",2014,"16,913","15,616","1,297",7.7
CN2606300000000,26,63,"Huron County, MI",2014,"16,515","15,380","1,135",6.9
CN2606500000000,26,65,"Ingham County, MI",2014,"145,186","136,185","9,001",6.2
CN2606700000000,26,67,"Ionia County, MI",2014,"29,191","27,381","1,810",6.2
CN2606900000000,26,69,"Iosco County, MI",2014,"10,282","9,282","1,000",9.7
CN2607100000000,26,71,"Iron County, MI",2014,"5,195","4,743",452,8.7
CN2607300000000,26,73,"Isabella County, MI",2014,"35,426","33,326","2,100",5.9
CN2607500000000,26,75,"Jackson County, MI",2014,"72,888","68,034","4,854",6.7
CN2607700000000,26,77,"Kalamazoo County, MI",2014,"127,872","120,691","7,181",5.6
CN2607900000000,26,79,"Kalkaska County, MI",2014,"7,700","6,974",726,9.4
CN2608100000000,26,81,"Kent County, MI",2014,"335,664","319,053","16,611",4.9
CN2608300000000,26,83,"Keweenaw County, MI",2014,982,873,109,11.1
CN2608500000000,26,85,"Lake County, MI",2014,"3,611","3,207",404,11.2
CN2608700000000,26,87,"Lapeer County, MI",2014,"39,882","36,056","3,826",9.6
CN2608900000000,26,89,"Leelanau County, MI",2014,"10,510","9,810",700,6.7
CN2609100000000,26,91,"Lenawee County, MI",2014,"47,915","44,841","3,074",6.4
CN2609300000000,26,93,"Livingston County, MI",2014,"95,436","89,367","6,069",6.4
CN2609500000000,26,95,"Luce County, MI",2014,"2,479","2,268",211,8.5
CN2609700000000,26,97,"Mackinac County, MI",2014,"5,283","4,693",590,11.2
CN2609900000000,26,99,"Macomb County, MI",2014,"420,858","387,545","33,313",7.9
CN2610100000000,26,101,"Manistee County, MI",2014,"10,340","9,461",879,8.5
CN2610300000000,26,103,"Marquette County, MI",2014,"33,734","31,369","2,365",7
CN2610500000000,26,105,"Mason County, MI",2014,"14,658","13,555","1,103",7.5
CN2610700000000,26,107,"Mecosta County, MI",2014,"19,146","17,627","1,519",7.9
CN2610900000000,26,109,"Menominee County, MI",2014,"11,708","10,902",806,6.9
CN2611100000000,26,111,"Midland County, MI",2014,"41,546","39,015","2,531",6.1
CN2611300000000,26,113,"Missaukee County, MI",2014,"7,050","6,503",547,7.8
CN2611500000000,26,115,"Monroe County, MI",2014,"75,927","71,292","4,635",6.1
CN2611700000000,26,117,"Montcalm County, MI",2014,"27,608","25,518","2,090",7.6
CN2611900000000,26,119,"Montmorency County, MI",2014,"3,151","2,743",408,12.9
CN2612100000000,26,121,"Muskegon County, MI",2014,"77,067","71,144","5,923",7.7
CN2612300000000,26,123,"Newaygo County, MI",2014,"22,589","20,959","1,630",7.2
CN2612500000000,26,125,"Oakland County, MI",2014,"630,196","589,208","40,988",6.5
CN2612700000000,26,127,"Oceana County, MI",2014,"12,815","11,529","1,286",10
CN2612900000000,26,129,"Ogemaw County, MI",2014,"8,580","7,739",841,9.8
CN2613100000000,26,131,"Ontonagon County, MI",2014,"2,377","2,106",271,11.4
CN2613300000000,26,133,"Osceola County, MI",2014,"10,196","9,326",870,8.5
CN2613500000000,26,135,"Oscoda County, MI",2014,"2,973","2,622",351,11.8
CN2613700000000,26,137,"Otsego County, MI",2014,"11,190","10,282",908,8.1
CN2613900000000,26,139,"Ottawa County, MI",2014,"149,009","141,869","7,140",4.8
CN2614100000000,26,141,"Presque Isle County, MI",2014,"5,438","4,743",695,12.8
CN2614300000000,26,143,"Roscommon County, MI",2014,"7,942","7,032",910,11.5
CN2614500000000,26,145,"Saginaw County, MI",2014,"88,977","82,324","6,653",7.5
CN2614700000000,26,147,"St. Clair County, MI",2014,"73,701","66,621","7,080",9.6
CN2614900000000,26,149,"St. Joseph County, MI",2014,"28,818","27,142","1,676",5.8
CN2615100000000,26,151,"Sanilac County, MI",2014,"19,602","17,933","1,669",8.5
CN2615300000000,26,153,"Schoolcraft County, MI",2014,"3,527","3,140",387,11
CN2615500000000,26,155,"Shiawassee County, MI",2014,"33,199","30,698","2,501",7.5
CN2615700000000,26,157,"Tuscola County, MI",2014,"25,094","22,942","2,152",8.6
CN2615900000000,26,159,"Van Buren County, MI",2014,"35,296","32,454","2,842",8.1
CN2616100000000,26,161,"Washtenaw County, MI",2014,"186,899","177,797","9,102",4.9
CN2616300000000,26,163,"Wayne County, MI",2014,"768,439","694,244","74,195",9.7
CN2616500000000,26,165,"Wexford County, MI",2014,"14,666","13,412","1,254",8.6
CN2700100000000,27,1,"Aitkin County, MN",2014,"6,772","6,321",451,6.7
CN2700300000000,27,3,"Anoka County, MN",2014,"189,030","181,194","7,836",4.1
CN2700500000000,27,5,"Becker County, MN",2014,"17,975","17,119",856,4.8
CN2700700000000,27,7,"Beltrami County, MN",2014,"23,310","22,069","1,241",5.3
CN2700900000000,27,9,"Benton County, MN",2014,"21,710","20,613","1,097",5.1
CN2701100000000,27,11,"Big Stone County, MN",2014,"2,593","2,478",115,4.4
CN2701300000000,27,13,"Blue Earth County, MN",2014,"38,538","37,213","1,325",3.4
CN2701500000000,27,15,"Brown County, MN",2014,"14,193","13,545",648,4.6
CN2701700000000,27,17,"Carlton County, MN",2014,"17,588","16,666",922,5.2
CN2701900000000,27,19,"Carver County, MN",2014,"54,280","52,313","1,967",3.6
CN2702100000000,27,21,"Cass County, MN",2014,"13,993","12,995",998,7.1
CN2702300000000,27,23,"Chippewa County, MN",2014,"6,897","6,584",313,4.5
CN2702500000000,27,25,"Chisago County, MN",2014,"28,584","27,237","1,347",4.7
CN2702700000000,27,27,"Clay County, MN",2014,"35,235","34,035","1,200",3.4
CN2702900000000,27,29,"Clearwater County, MN",2014,"4,545","4,070",475,10.5
CN2703100000000,27,31,"Cook County, MN",2014,"3,056","2,884",172,5.6
CN2703300000000,27,33,"Cottonwood County, MN",2014,"5,580","5,288",292,5.2
CN2703500000000,27,35,"Crow Wing County, MN",2014,"31,475","29,629","1,846",5.9
CN2703700000000,27,37,"Dakota County, MN",2014,"231,511","222,769","8,742",3.8
CN2703900000000,27,39,"Dodge County, MN",2014,"11,250","10,781",469,4.2
CN2704100000000,27,41,"Douglas County, MN",2014,"19,875","19,134",741,3.7
CN2704300000000,27,43,"Faribault County, MN",2014,"7,374","6,989",385,5.2
CN2704500000000,27,45,"Fillmore County, MN",2014,"11,025","10,540",485,4.4
CN2704700000000,27,47,"Freeborn County, MN",2014,"16,246","15,542",704,4.3
CN2704900000000,27,49,"Goodhue County, MN",2014,"26,728","25,675","1,053",3.9
CN2705100000000,27,51,"Grant County, MN",2014,"3,282","3,118",164,5
CN2705300000000,27,53,"Hennepin County, MN",2014,"672,435","647,004","25,431",3.8
CN2705500000000,27,55,"Houston County, MN",2014,"10,357","9,898",459,4.4
CN2705700000000,27,57,"Hubbard County, MN",2014,"9,434","8,833",601,6.4
CN2705900000000,27,59,"Isanti County, MN",2014,"20,238","19,215","1,023",5.1
CN2706100000000,27,61,"Itasca County, MN",2014,"21,952","20,501","1,451",6.6
CN2706300000000,27,63,"Jackson County, MN",2014,"6,302","6,039",263,4.2
CN2706500000000,27,65,"Kanabec County, MN",2014,"8,850","8,192",658,7.4
CN2706700000000,27,67,"Kandiyohi County, MN",2014,"23,675","22,670","1,005",4.2
CN2706900000000,27,69,"Kittson County, MN",2014,"2,390","2,273",117,4.9
CN2707100000000,27,71,"Koochiching County, MN",2014,"6,433","5,889",544,8.5
CN2707300000000,27,73,"Lac qui Parle County, MN",2014,"3,651","3,477",174,4.8
CN2707500000000,27,75,"Lake County, MN",2014,"5,681","5,421",260,4.6
CN2707700000000,27,77,"Lake of the Woods County, MN",2014,"2,388","2,274",114,4.8
CN2707900000000,27,79,"Le Sueur County, MN",2014,"15,484","14,649",835,5.4
CN2708100000000,27,81,"Lincoln County, MN",2014,"3,280","3,138",142,4.3
CN2708300000000,27,83,"Lyon County, MN",2014,"15,284","14,732",552,3.6
CN2708500000000,27,85,"McLeod County, MN",2014,"19,822","18,907",915,4.6
CN2708700000000,27,87,"Mahnomen County, MN",2014,"2,361","2,228",133,5.6
CN2708900000000,27,89,"Marshall County, MN",2014,"5,591","5,213",378,6.8
CN2709100000000,27,91,"Martin County, MN",2014,"10,220","9,739",481,4.7
CN2709300000000,27,93,"Meeker County, MN",2014,"12,859","12,268",591,4.6
CN2709500000000,27,95,"Mille Lacs County, MN",2014,"12,681","11,831",850,6.7
CN2709700000000,27,97,"Morrison County, MN",2014,"17,395","16,308","1,087",6.2
CN2709900000000,27,99,"Mower County, MN",2014,"20,280","19,505",775,3.8
CN2710100000000,27,101,"Murray County, MN",2014,"4,859","4,622",237,4.9
CN2710300000000,27,103,"Nicollet County, MN",2014,"19,770","19,166",604,3.1
CN2710500000000,27,105,"Nobles County, MN",2014,"11,232","10,848",384,3.4
CN2710700000000,27,107,"Norman County, MN",2014,"3,315","3,149",166,5
CN2710900000000,27,109,"Olmsted County, MN",2014,"83,053","80,187","2,866",3.5
CN2711100000000,27,111,"Otter Tail County, MN",2014,"30,884","29,481","1,403",4.5
CN2711300000000,27,113,"Pennington County, MN",2014,"8,844","8,388",456,5.2
CN2711500000000,27,115,"Pine County, MN",2014,"14,605","13,709",896,6.1
CN2711700000000,27,117,"Pipestone County, MN",2014,"4,783","4,602",181,3.8
CN2711900000000,27,119,"Polk County, MN",2014,"17,088","16,300",788,4.6
CN2712100000000,27,121,"Pope County, MN",2014,"6,224","5,997",227,3.6
CN2712300000000,27,123,"Ramsey County, MN",2014,"277,378","266,200","11,178",4
CN2712500000000,27,125,"Red Lake County, MN",2014,"2,259","2,128",131,5.8
CN2712700000000,27,127,"Redwood County, MN",2014,"8,002","7,649",353,4.4
CN2712900000000,27,129,"Renville County, MN",2014,"8,204","7,754",450,5.5
CN2713100000000,27,131,"Rice County, MN",2014,"35,108","33,663","1,445",4.1
CN2713300000000,27,133,"Rock County, MN",2014,"5,673","5,529",144,2.5
CN2713500000000,27,135,"Roseau County, MN",2014,"8,813","8,489",324,3.7
CN2713700000000,27,137,"St. Louis County, MN",2014,"102,285","97,080","5,205",5.1
CN2713900000000,27,139,"Scott County, MN",2014,"78,168","75,351","2,817",3.6
CN2714100000000,27,141,"Sherburne County, MN",2014,"49,205","46,971","2,234",4.5
CN2714300000000,27,143,"Sibley County, MN",2014,"8,268","7,886",382,4.6
CN2714500000000,27,145,"Stearns County, MN",2014,"87,725","84,143","3,582",4.1
CN2714700000000,27,147,"Steele County, MN",2014,"21,303","20,498",805,3.8
CN2714900000000,27,149,"Stevens County, MN",2014,"5,569","5,388",181,3.3
CN2715100000000,27,151,"Swift County, MN",2014,"4,869","4,633",236,4.8
CN2715300000000,27,153,"Todd County, MN",2014,"12,818","12,221",597,4.7
CN2715500000000,27,155,"Traverse County, MN",2014,"1,712","1,633",79,4.6
CN2715700000000,27,157,"Wabasha County, MN",2014,"11,727","11,254",473,4
